RP OK!
Getting device info...model: 24
FW min: 25
FW maj: 1
HW: 5
Serial: B0 E4 9A F2 C1 EA 9F C3 BE EB 9C F3 3F 37 32 03 
Spinning up...
Scanning...
dist ; theta
____________
1431 , 352, 1488
1283 , 33, 1510
1301 , 34, 1533
3971 , 204, 1555
3971 , 242, 1578
9167 , 0, 1601
14799 , 0, 1624
8073 , 116, 1646
8118 , 124, 1670
1832 , 194, 1692
7848 , 26, 1715
1334 , 37, 1758
1348 , 38, 1781
3971 , 306, 1804
3971 , 342, 1826
7375 , 32, 1850
2127 , 30, 1872
8218 , 124, 1895
8262 , 124, 1917
3817 , 338, 1939
11881 , 182, 1962
4201 , 30, 1985
898 , 44, 2007
883 , 44, 2030
3971 , 500, 2053
3971 , 48, 2074
8399 , 30, 2097
6479 , 26, 2119
8408 , 124, 2142
8451 , 124, 2165
8495 , 124, 2187
13610 , 270, 2210
8682 , 110, 2233
867 , 51, 2255
876 , 51, 2278
3971 , 318, 2300
3971 , 412, 2323
12111 , 33, 2346
7119 , 33, 2369
1615 , 34, 2391
8906 , 4, 2414
8713 , 124, 2437
6699 , 6, 2460
1259 , 350, 2483
1036 , 56, 2506
1015 , 59, 2529
3971 , 291, 2551
3971 , 419, 2574
719 , 35, 2597
11855 , 34, 2618
7375 , 35, 2641
8883 , 124, 2664
8927 , 124, 2686
5739 , 182, 2709
2796 , 26, 2731
944 , 64, 2754
929 , 64, 2777
3971 , 465, 2799
3972 , 127, 2822
3972 , 289, 2845
4175 , 32, 2868
15311 , 30, 2891
9100 , 124, 2914
9143 , 124, 2936
12076 , 398, 2958
11244 , 234, 2981
878 , 71, 3003
868 , 72, 3026
858 , 73, 3048
3972 , 91, 3071
3972 , 325, 3094
8399 , 30, 3116
3919 , 30, 3139
9308 , 124, 3162
9352 , 124, 3185
6720 , 70, 3207
6592 , 434, 3230
833 , 77, 3254
826 , 78, 3276
820 , 81, 3299
3973 , 241, 3321
3972 , 235, 3343
14799 , 33, 3366
9551 , 32, 3389
9525 , 124, 3411
9573 , 124, 3434
7553 , 274, 3456
7745 , 114, 3478
9281 , 462, 3501
800 , 86, 3523
796 , 87, 3546
3971 , 135, 3570
3970 , 441, 3592
4431 , 36, 3615
15183 , 37, 3638
9750 , 124, 3660
9794 , 124, 3682
9838 , 124, 3705
14530 , 374, 3727
898 , 214, 3750
786 , 92, 3773
784 , 95, 3796
3970 , 213, 3818
3970 , 293, 3841
10191 , 43, 3864
5199 , 44, 3886
9965 , 124, 3930
10009 , 124, 3953
8579 , 158, 3975
2883 , 510, 3998
784 , 98, 4021
785 , 99, 4043
3971 , 405, 4066
3971 , 371, 4089
2639 , 48, 4112
6464 , 49, 4134
7247 , 0, 4157
10175 , 124, 4179
10220 , 124, 4202
10435 , 322, 4224
13956 , 158, 4247
789 , 105, 4270
791 , 106, 4293
3968 , 1, 4315
1923 , 45, 4338
3971 , 107, 4361
9536 , 0, 4383
10063 , 0, 4406
10383 , 124, 4429
10427 , 124, 4452
13124 , 382, 4475
964 , 222, 4498
805 , 111, 4520
808 , 112, 4543
815 , 113, 4566
3971 , 321, 4588
3971 , 311, 4611
2127 , 64, 4634
13519 , 65, 4657
10593 , 124, 4679
10637 , 124, 4702
15813 , 138, 4725
12165 , 498, 4748
834 , 116, 4771
842 , 119, 4794
849 , 119, 4817
3968 , 1, 4840
3968 , 1, 4862
5583 , 75, 4886
463 , 75, 4908
10802 , 124, 4931
10846 , 124, 4954
9222 , 254, 4977
12038 , 102, 5000
15814 , 450, 5023
885 , 124, 5046
895 , 126, 5068
3972 , 507, 5091
3972 , 65, 5114
4032 , 0, 5137
4175 , 0, 5159
11007 , 124, 5182
11050 , 124, 5205
11095 , 124, 5228
14471 , 130, 5251
9095 , 494, 5274
945 , 130, 5297
960 , 132, 5320
3972 , 247, 5343
3972 , 163, 5366
9295 , 73, 5389
4047 , 73, 5411
11204 , 124, 5434
11249 , 122, 5457
11294 , 124, 5480
9992 , 230, 5503
6280 , 90, 5526
1030 , 136, 5549
1050 , 139, 5571
3972 , 403, 5594
3971 , 431, 5618
12623 , 72, 5641
7503 , 72, 5663
2383 , 73, 5687
11457 , 124, 5710
11500 , 124, 5733
10440 , 374, 5755
8649 , 230, 5778
1144 , 143, 5800
1172 , 145, 5823
3971 , 271, 5846
3971 , 375, 5869
3971 , 221, 5891
9295 , 75, 5914
4047 , 75, 5937
139 , 124, 5959
182 , 124, 5982
393 , 474, 6005
14921 , 342, 6027
1271 , 149, 6050
1310 , 150, 6073
3971 , 479, 6096
3972 , 111, 6118
3972 , 269, 6141
12367 , 77, 6164
7503 , 76, 6187
345 , 124, 6210
390 , 124, 6233
9546 , 82, 6255
8586 , 454, 6278
925 , 157, 6300
788 , 158, 6322
778 , 159, 6345
3972 , 425, 6368
3972 , 143, 6391
14799 , 80, 6414
9807 , 80, 6437
542 , 124, 6459
585 , 124, 6481
5131 , 146, 6504
4683 , 14, 6526
4491 , 366, 6549
751 , 165, 6572
730 , 166, 6594
3973 , 397, 6617
3973 , 227, 6640
16335 , 85, 6663
11599 , 82, 6686
737 , 124, 6709
781 , 124, 6731
4300 , 182, 6754
4236 , 22, 6778
4172 , 358, 6800
821 , 171, 6823
815 , 172, 6845
3973 , 395, 6868
3974 , 335, 6891
591 , 72, 6914
12111 , 71, 6937
936 , 124, 6959
978 , 124, 6982
1021 , 124, 7005
5069 , 6, 7027
5581 , 334, 7050
808 , 177, 7074
913 , 177, 7097
3976 , 309, 7119
136 , 87, 7142
15823 , 65, 7165
10575 , 62, 7187
5711 , 61, 7210
1156 , 124, 7233
1199 , 124, 7256
8141 , 366, 7279
9293 , 206, 7302
1071 , 181, 7325
1075 , 182, 7347
3976 , 75, 7370
3976 , 327, 7392
14287 , 59, 7415
9423 , 57, 7438
4175 , 57, 7461
1337 , 124, 7483
1381 , 124, 7506
13582 , 246, 7529
15566 , 90, 7551
999 , 186, 7574
1000 , 189, 7598
3976 , 222, 7621
3976 , 328, 7643
3976 , 0, 7666
4943 , 53, 7689
16207 , 52, 7711
1535 , 124, 7734
1575 , 124, 7758
5327 , 94, 7781
7567 , 442, 7803
0 , 199, 7826
1080 , 194, 7849
1081 , 195, 7872
3977 , 42, 7894
137 , 450, 7917
4815 , 50, 7940
15823 , 50, 7963
1727 , 124, 7986
1769 , 124, 8009
79 , 94, 8031
4111 , 434, 8054
